ref	pos	strand	convertedBaseQualities	convertedBaseCount	unconvertedBaseQualities	unconvertedBaseCount
1	228114748	-	F	1		0
1	228114774	-	F	1		0
1	231022681	+	F	1		0
1	231022688	+	F	1		0
1	231022690	+	F	1		0
1	231022691	+	F	1		0
1	231022692	+	:	1		0
1	231022699	+	F	1		0
1	231022702	+	F	1		0
1	231022703	+	F	1		0
1	231022706	+	F	1		0
1	231022708	+	F	1		0
1	231022709	+	F	1		0
1	231022714	+	,	1		0
1	231022721	+	F	1		0
1	231022724	+	F	1		0
1	233289177	-	F	1		0
1	233289187	-	F	1		0
1	233289216	-	F	1		0
1	233289217	-	,	1		0
1	233289222	-	,	1		0
1	233289223	-	:	1		0
1	233289232	-	F	1		0
1	233289236	-	F	1		0
1	233289243	-	:	1		0
1	233289246	-	:	1		0
1	233289248	-	F	1		0
1	233289249	-	F	1		0
1	233289253	-	F	1		0
1	233836146	-	F	1		0
1	233836161	-	F	1		0
1	233836162	-	F	1		0
1	233836163	-	F	1		0
1	233836178	-	F	1		0
1	233836181	-	F	1		0
1	233836187	-	F	1		0
1	233836189	-		0	F	1
1	233836190	-	F	1		0
1	233836197	-	F	1		0
1	235109649	-	F	1		0
1	235109656	-	F	1		0
1	235109663	-	F	1		0
1	235109664	-	F	1		0
1	235109668	-	F	1		0
1	235109673	-	F	1		0
1	235109679	-	F	1		0
1	235109683	-	F	1		0
1	235109687	-	F	1		0
1	235738690	+	F	1		0
1	235738692	+	F	1		0
1	235738696	+	F	1		0
1	235738712	+	F	1		0
1	235738716	+	F	1		0
1	236484047	+	F	1		0
1	236484048	+	F	1		0
1	236484049	+	F	1		0
1	236484055	+	F	1		0
1	236484056	+	F	1		0
1	236484064	+	F	1		0
1	236484355	+	F	1		0
1	236484356	+	F	1		0
1	236484357	+	F	1		0
1	236484361	+	F	1		0
1	236484366	+	FF	2		0
1	236484371	+	FF	2		0
1	236484373	+	FF	2		0
1	236484378	+	FF	2		0
1	236484379	+	FF	2		0
1	236484385	+	FF	2		0
1	236484388	+	F	1	F	1
1	236484389	+	FF	2		0
1	236484392	+	FFF	3		0
1	236484394	+	FFF	3		0
1	236484395	+	FFF	3		0
1	236484397	+	FFF	3		0
1	236484413	+	FFFF	4		0
1	236484418	+	FFFF	4		0
1	236484421	+	F:FF	4		0
1	236484426	+	FFF	3		0
1	236484435	+	FF	2		0
1	236484436	+	FF	2		0
1	236484439	+	FF	2		0
1	236484445	+	FF	2		0
1	236484448	+	F	1		0
1	236484454	+	F	1		0
1	236484455	+	F	1		0
1	236484456	+	F	1		0
1	236484457	+	F	1		0
1	236484458	+	F	1		0
1	236981561	+	F	1		0
1	236981570	+	F	1		0
1	236981574	+	F	1		0
1	236981575	+	F	1		0
1	236981576	+	F	1		0
1	236981577	+	F	1		0
1	236981582	+	F	1		0
1	236981583	+	F	1		0
1	236981586	+	F	1		0
1	236981589	+	F	1		0
1	236981590	+	F	1		0
1	236981599	+	F	1		0
1	236981601	+	F	1		0
1	236981603	+	F	1		0
1	236981605	+	F	1		0
1	240636980	-	FF	2		0
1	240636983	-	FF	2		0
1	240636984	-	F:	2		0
1	240636996	-	FF	2		0
1	240637001	-	FF	2		0
1	240637005	-	FF	2		0
1	240637006	-	FF	2		0
1	240637008	-	FF	2		0
1	240637009	-	FF	2		0
1	240637012	-	F	1		0
1	240637013	-	F	1		0
1	246818081	+	F	1		0
1	246818082	+	F	1		0
1	246818084	+	F	1		0
1	246818088	+	F	1		0
1	246818093	+	F	1		0
1	246818099	+	F	1		0
1	246818101	+	F	1		0
1	246818102	+	F	1		0
1	246818111	+	F	1		0
1	246818119	+	F	1		0
1	246818120	+	F	1		0
1	246818123	+	F	1		0
1	246818126	+	F	1		0
1	246818129	+	F	1		0
1	246818140	+	F	1		0
1	246818141	+	F	1		0
1	246818146	+	F	1		0
1	246818149	+	F	1		0
1	246818150	+	F	1		0
1	246818152	+	F	1		0
1	246818153	+	F	1		0
1	246818158	+	F	1		0
1	246818159	+	F	1		0
1	246818165	+	F	1		0
1	246902595	-	F	1		0
1	246902596	-	F	1		0
1	246902605	-	F	1		0
1	246902609	-	F	1		0
1	246902620	-	F	1		0
1	246902621	-	F	1		0
1	246902622	-	F	1		0
1	246902628	-	F	1		0
1	246902635	-	F	1		0
1	247230684	+	F	1		0
1	247230695	+	F	1		0
1	247230698	+	F	1		0
1	247230715	+	F	1		0
1	247230725	+	F	1		0
1	247230726	+	F	1		0
1	247232030	+	F	1		0
1	247232032	+	F	1		0
10	4968351	+	F	1		0
10	4968359	+	F	1		0
10	4968361	+	F	1		0
10	4968369	+	F	1		0
10	4968371	+	F	1		0
10	4968376	+	F	1		0
10	4968377	+	F	1		0
10	4968379	+	F	1		0
10	5768262	-	F	1		0
10	5768263	-	F	1		0
10	5768271	-	F	1		0
10	5768272	-	F	1		0
10	5768274	-	F	1		0
10	5768280	-	F	1		0
10	5768283	-	F	1		0
10	5768284	-	F	1		0
10	5768285	-	F	1		0
10	5768286	-	F	1		0
10	5768288	-	F	1		0
10	5768289	-	F	1		0
10	5768292	-	F	1		0
10	5768294	-	F	1		0
10	5768295	-	F	1		0
10	5768298	-	F	1		0
10	5768310	-	F	1		0
10	5768318	-	F	1		0
10	5768319	-	F	1		0
10	13058057	-	F	1		0
10	13058064	-	F	1		0
10	13058074	-		0	F	1
10	13058075	-	F	1		0
10	21029387	+	F	1		0
10	21029388	+	F	1		0
10	21029391	+	F	1		0
10	21029395	+	F	1		0
10	21029396	+	F	1		0
10	21029423	+	F	1		0
10	21029436	+	F	1		0
10	21029437	+	F	1		0
10	23136915	+	F	1		0
10	23136918	+	F	1		0
10	23136919	+	F	1		0
10	23136923	+	F	1		0
10	23136939	+	FF	2		0
10	23136945	+	FF	2		0
10	23136952	+	FF	2		0
10	23136953	+	FF	2		0
10	23136957	+	FF:	3		0
10	23136961	+	FFF:	4		0
10	23136962	+	FFFF	4		0
10	23136966	+	FFFF	4		0
10	23136970	+	FFFF	4		0
10	23136975	+	FFFF	4		0
10	23136986	+	FF	2		0
10	23136991	+	FF	2		0
10	23136994	+	FF	2		0
10	23136995	+	FF	2		0
10	23136998	+	FF	2		0
10	23137006	+	F	1		0
10	23137012	+	F	1		0
10	23137017	+	F	1		0
10	23137024	+	F	1		0
10	23137052	+	F	1		0
10	23137053	+	F	1		0
10	23137055	+	F	1		0
10	23137057	+	F	1		0
10	23137063	+	F	1		0
10	23137084	+	F	1		0
10	23137085	+	F	1		0
10	23137086	+	F	1		0
10	23137988	+	FF	2		0
10	23137997	+	FF	2		0
10	23138000	+	F	1	F	1
10	23138001	+	FF	2		0
10	23138004	+	FF	2		0
10	23138017	+	FF	2		0
10	23138018	+	FF	2		0
10	23138039	+	F	1		0
10	24585884	-	F	1		0
10	24585891	-	F	1		0
10	24585896	-	F	1		0
10	24585898	-	F	1		0
10	24585915	-	F	1		0
10	24585916	-	F	1		0
10	24585928	-	F	1		0
10	24585936	-	F	1		0
10	24585938	-	F	1		0
10	24585944	-	F	1		0
10	30031148	-	F	1		0
10	30031152	-	F	1		0
10	30031153	-	F	1		0
10	30031154	-	F	1		0
10	30031172	-	F	1		0
10	30031173	-	F	1		0
10	30031177	-	F	1		0
10	30031178	-	F	1		0
10	30031180	-	F	1		0
10	30031183	-	F	1		0
10	30031185	-	F	1		0
10	30031186	-	F	1		0
10	30031188	-	F	1		0
10	30031196	-	F	1		0
10	30031197	-	F	1		0
10	33058118	-	F	1		0
10	33058124	-	F	1		0
10	33058127	-	F	1		0
10	33058130	-	F	1		0
10	33058132	-	F	1		0
10	33058135	-	F	1		0
10	33058138	-	F	1		0
10	33058142	-	F	1		0
10	33058143	-	F	1		0
10	33058146	-	F	1		0
10	33058151	-	F	1		0
10	33058152	-	F	1		0
10	33058153	-	F	1		0
10	33058157	-	F	1		0
10	33058158	-	F	1		0
10	33058159	-	F	1		0
10	33058166	-	F	1		0
10	33058214	-	F	1		0
10	33058217	-	F	1		0
10	33058220	-	F	1		0
10	33058227	-	F	1		0
10	33058233	-	F	1		0
10	33058235	-	F	1		0
10	33058236	-	F	1		0
10	33058237	-	F	1		0
10	33058238	-	F	1		0
10	36522329	-	F	1		0
10	36522331	-	F	1		0
10	36522346	-	F	1		0
10	36522351	-	F	1		0
10	36522354	-	F	1		0
10	36522355	-	F	1		0
10	36522359	-	F	1		0
10	36522363	-	F	1		0
10	36522374	-	F	1		0
10	36522403	-	F	1		0
10	36522407	-	F	1		0
10	38080721	-	F	1		0
10	38080722	-	F	1		0
10	38080725	-	F	1		0
10	38080728	-	F	1		0
10	38080730	-	F	1		0
10	38080731	-	F	1		0
10	38080733	-	F	1		0
10	38080734	-	F	1		0
10	38080737	-	F	1		0
10	38080740	-	F	1		0
10	38080741	-	F	1		0
10	38080746	-	F	1		0
10	38080751	-	F	1		0
10	38080752	-	F	1		0
10	38080755	-	F	1		0
10	38080756	-	F	1		0
10	38080763	-	F	1		0
10	38367106	+	F	1		0
10	38367107	+	F	1		0
10	38367110	+	F	1		0
10	38367111	+	F	1		0
10	38367113	+	F	1		0
10	38367115	+	F	1		0
10	38367136	+	F	1		0
10	38367147	+	:	1		0
10	43387697	-	F	1		0
10	43387704	-	F	1		0
10	43604967	-	F	1		0
10	43604970	-	F	1		0
10	43604975	-	F	1		0
10	43604976	-	F	1		0
10	43604981	-	F	1		0
10	43604982	-	F	1		0
10	43604998	-	F	1		0
10	43604999	-	F	1		0
10	43605000	-	F	1		0
10	43788673	-	F	1		0
10	43788674	-	F	1		0
10	43788675	-	F	1		0
10	43788676	-	F	1		0
10	43788678	-	F	1		0
10	43788683	-	F	1		0
10	43788698	-	F	1		0
10	43788702	-	F	1		0
10	43788706	-	F	1		0
10	43788709	-	F	1		0
10	43788710	-	F	1		0
10	43788712	-	F	1		0
10	43789859	-	F	1		0
10	43789870	-	F	1		0
10	43789876	-	F	1		0
10	43789879	-	F	1		0
10	43789904	-	F	1		0
10	45820718	-	F	1		0
10	45820721	-	F	1		0
10	45820722	-	F	1		0
10	45820734	-	F	1		0
10	45820739	-	F	1		0
10	45820761	-	F	1		0
10	45820762	-	F	1		0
10	45820763	-	F	1		0
10	46413962	+	F	1		0
10	46413973	+	F	1		0
10	46413974	+	F	1		0
10	47971840	-	F	1		0
10	47971844	-	F	1		0
10	47971845	-	F	1		0
10	47971846	-	F	1		0
10	47971849	-	F	1		0
10	47971850	-	F	1		0
10	47971856	-	F	1		0
10	47971859	-	F	1		0
10	47971860	-	F	1		0
10	47971861	-	F	1		0
10	47974559	-	F	1		0
10	47974564	-	F	1		0
10	47974565	-	F	1		0
10	47974568	-	F	1		0
10	47974576	-	F	1		0
10	47974578	-	F	1		0
10	47974584	-	F	1		0
10	47974589	-	F	1		0
10	47974592	-	F	1		0
10	49703084	-	F	1		0
10	49703086	-	F	1		0
10	49703099	-	F	1		0
10	49703103	-	F	1		0
10	49703108	-	F	1		0
10	49703110	-	F	1		0
10	49703115	-	F	1		0
10	49703124	-	F	1		0
10	50133190	+	F	1		0
10	50133194	+	F	1		0
10	50133200	+	F	1		0
10	50133201	+	F	1		0
10	50133210	+	F	1		0
10	50133213	+	F	1		0
10	50133235	+	:	1		0
10	50133237	+	F	1		0
10	50266818	+	F	1		0
10	50266819	+	F	1		0
10	50266837	+	F	1		0
10	59788880	-	F	1		0
10	59788886	-	F	1		0
10	59788890	-	F	1		0
10	59788895	-	F	1		0
10	59788899	-	F	1		0
10	59788912	-	F	1		0
10	60592624	+	F	1		0
10	60592632	+	F	1		0
10	60592636	+	F	1		0
10	60592638	+	F	1		0
10	60592639	+	F	1		0
10	60592646	+	F	1		0
10	60592647	+	F	1		0
10	60592648	+	F	1		0
10	60592651	+	F	1		0
10	60592654	+	F	1		0
10	60592656	+	F	1		0
10	63222587	+	F	1		0
10	63222588	+	F	1		0
10	63222596	+	F	1		0
10	63222599	+	F	1		0
10	63222605	+	F	1		0
10	63222610	+	F	1		0
10	63222612	+	F	1		0
10	63222614	+	F	1		0
10	63222618	+	F	1		0
10	63222631	+	F	1		0
10	63902728	-	F	1		0
10	63902734	-	F	1		0
10	63902735	-	F	1		0
10	63902736	-	F	1		0
10	63902739	-	F	1		0
10	63902740	-	F	1		0
10	63902744	-	F	1		0
10	63902747	-	F	1		0
10	63902755	-	F	1		0
10	63902759	-	F	1		0
10	63902762	-	F	1		0
10	63902763	-	F	1		0
10	63902764	-	F	1		0
10	63902774	-	F	1		0
10	63902776	-	F	1		0
10	63902778	-	F	1		0
10	63903205	-	F	1		0
10	63903206	-	F	1		0
10	63903225	-	F	1		0
10	63903226	-	F	1		0
10	63903241	-	F	1		0
10	63903242	-	F	1		0
10	63903249	-	F	1		0
10	63903250	-	F	1		0
10	63903251	-	F	1		0
10	63903253	-	F	1		0
10	63903254	-	F	1		0
10	63903256	-	F	1		0
10	63903257	-	F	1		0
10	63903258	-	F	1		0
10	64826317	+	F	1		0
10	64826318	+	F	1		0
10	64826328	+	F	1		0
10	64826332	+	F	1		0
10	64826333	+	F	1		0
10	64826338	+	F	1		0
10	64826339	+	F	1		0
10	67874455	+	F	1		0
10	67874461	+	F	1		0
10	67874462	+	F	1		0
10	67874470	+	F	1		0
10	67874472	+	F	1		0
10	67874473	+	F	1		0
10	67874485	+	F	1		0
10	67874490	+	FF	2		0
10	67874491	+	FF	2		0
10	67874493	+	F	1		0
10	67874496	+	F	1		0
10	67874499	+	F	1		0
10	67874500	+	F	1		0
10	67874501	+	F	1		0
10	67874505	+	F	1		0
10	67874506	+	F	1		0
10	67874507	+	F	1		0
10	67874508	+	F	1		0
10	67874509	+	F	1		0
10	67874515	+	F	1		0
10	67874518	+	F	1		0
10	67874519	+	F	1		0
10	67874520	+	F	1		0
10	67874521	+	F	1		0
10	67874522	+	F	1		0
10	67874528	+	F	1		0
10	67874532	+	F	1		0
10	67874534	+	F	1		0
10	67874535	+	F	1		0
10	70163877	+	F	1		0
10	70163880	+	F	1		0
10	70163881	+	F	1		0
10	70163882	+	F	1		0
10	70163890	+	F	1		0
10	70163894	+	F	1		0
10	70163903	+	F	1		0
10	70163919	+	F	1		0
10	70163921	+	F	1		0
10	70163925	+	F	1		0
10	70163973	+	F	1		0
10	70163979	+	F	1		0
10	70206333	-	F	1		0
10	70209210	-	F	1		0
10	70209226	-	F	1		0
10	70209235	-	F	1		0
10	70209244	-	F	1		0
10	72917656	-	F	1		0
10	72917660	-	F	1		0
10	72917662	-	F	1		0
10	72917668	-	F	1		0
10	72917673	-	F	1		0
10	72917680	-	F	1		0
10	72917681	-	F	1		0
10	72917685	-	F	1		0
10	72917692	-	F	1		0
10	72917693	-	F	1		0
10	72917696	-	F	1		0
10	73422318	-	F	1		0
10	73422319	-	F	1		0
10	73422321	-	F	1		0
10	73422323	-	F	1		0
10	73422328	-	F	1		0
10	73422329	-	F	1		0
10	73422336	-	F	1		0
10	73422342	-	F	1		0
10	73422343	-	F	1		0
10	73422352	-	F	1		0
10	73422354	-	F	1		0
10	73422355	-	F	1		0
10	73422361	-	F	1		0
10	73422366	-	F	1		0
10	73422372	-	F	1		0
10	73687016	-	F	1		0
10	73687017	-	F	1		0
10	73687018	-	F	1		0
10	73687023	-	F	1		0
10	73687025	-	F	1		0
10	73687026	-	F	1		0
10	73687032	-	F	1		0
10	73687037	-	F	1		0
10	73687038	-	F	1		0
10	73687040	-	F	1		0
10	73687043	-	F	1		0
10	73687044	-	F	1		0
10	73687045	-	F	1		0
10	73687047	-	F	1		0
10	75220867	+	F	1		0
10	75220871	+	F	1		0
10	75220875	+	F	1		0
10	75220878	+	F	1		0
10	75220879	+	F	1		0
10	75220886	+	F	1		0
10	75220887	+	F	1		0
10	75220893	+	F	1		0
10	75220898	+	F	1		0
10	75220899	+	F	1		0
10	75220904	+		0	F	1
10	75220909	+	F	1		0
10	78037233	+	F	1		0
10	78037242	+	F	1		0
10	78037244	+	F	1		0
10	78037250	+	F	1		0
10	78037265	+	F	1		0
10	78037273	+	F	1		0
10	78037276	+	F	1		0
10	79512684	+	F	1		0
10	79512690	+	F	1		0
10	79512691	+	F	1		0
10	79512693	+	F	1		0
10	79512696	+	F	1		0
10	79512697	+	F	1		0
10	79512699	+	F	1		0
10	79512700	+	F	1		0
10	79512703	+	F	1		0
10	79512704	+	F	1		0
10	79512705	+	F	1		0
10	79512710	+	F	1		0
10	79512715	+	F	1		0
10	79512717	+	F	1		0
10	79512720	+	:	1		0
10	79512725	+	FF	2		0
10	79512736	+	F	1		0
10	79512746	+	F	1		0
10	79512748	+	F	1		0
10	79512754	+	F	1		0
10	79512758	+	F	1		0
10	79512759	+	F	1		0
10	79513003	+	F	1		0
10	79513004	+	F	1		0
10	79513009	+	:	1		0
10	79513022	+	F	1		0
10	79513030	+	F	1		0
10	79513033	+	F	1		0
10	79513140	+	F	1		0
10	79513143	+	F	1		0
10	79513150	+	F	1		0
10	79513151	+	F	1		0
10	79513153	+	F	1		0
10	79513154	+	F	1		0
10	79513158	+	F	1		0
10	79513159	+	F	1		0
10	79513162	+	F	1		0
10	79513168	+	F	1		0
10	79513169	+	F	1		0
10	79513170	+	F	1		0
10	79513171	+	F	1		0
10	79513172	+	F	1		0
10	79513174	+	F	1		0
10	79513175	+	F	1		0
10	80247155	-	F	1		0
10	80247156	-	F	1		0
10	80247157	-	F	1		0
10	80247158	-	F	1		0
10	80247159	-	F	1		0
10	80247161	-	F	1		0
10	80247162	-	F	1		0
10	80247163	-	F	1		0
10	80247164	-	F	1		0
10	80247165	-	F	1		0
10	80247171	-	F	1		0
10	80247174	-	F	1		0
10	80247175	-	F	1		0
10	80247179	-	F	1		0
10	80247180	-	F	1		0
10	80247182	-	F	1		0
10	80247183	-	F	1		0
10	80247190	-	F	1		0
10	80247193	-	F	1		0
10	80247300	-	F	1		0
10	80247303	-	F	1		0
10	80247311	-	F	1		0
10	80247316	-	F	1		0
10	80247324	-	F	1		0
10	80247329	-	F	1		0
10	80247330	-	F	1		0
10	80247512	-	F	1		0
10	80247515	-	F	1		0
10	80247516	-	F	1		0
10	80247522	-	F	1		0
10	80247523	-	F	1		0
10	80247525	-	F	1		0
10	80247527	-	F	1		0
10	80247528	-	F	1		0
10	80247531	-	F	1		0
10	80247533	-	F	1		0
10	80247537	-	F	1		0
10	80247541	-	F	1		0
10	80247547	-	F	1		0
10	80247550	-	F	1		0
10	80247553	-	F	1		0
10	80247628	-	F	1		0
10	80247629	-	F	1		0
10	80247630	-	F	1		0
10	80247633	-	F	1		0
10	80247634	-	F	1		0
10	80247636	-	F	1		0
10	80247637	-	F	1		0
10	80247640	-	F	1		0
10	80247642	-	F	1		0
10	80247643	-	F	1		0
10	80247649	-	F	1		0
10	80247658	-	F	1		0
10	80247663	-	F	1		0
10	80247666	-	F	1		0
10	80247679	-	F	1		0
10	84560757	+	F	1		0
10	84560768	+	FF	2		0
10	84560769	+	FF	2		0
10	84560775	+	FF	2		0
10	84560785	+	FF	2		0
10	84560789	+	FF	2		0
10	84560801	+	F	1		0
10	84560803	+	F	1		0
10	84560805	+	F	1		0
10	84560819	+	F	1		0
10	84560822	+	F	1		0
10	84560823	+	F	1		0
10	84560832	+	F	1		0
10	84560836	+	F	1		0
10	84560839	+	F	1		0
10	84560842	+	F	1		0
10	84560847	+	F	1		0
10	84560861	+	F	1		0
10	84560869	+	F	1		0
10	84560871	+	F	1		0
10	84560874	+	F	1		0
10	84560878	+	F	1		0
10	84560884	+	F	1		0
10	84560891	+	F	1		0
10	84560892	+	F	1		0
10	84560894	+	F	1		0
10	84560900	+	F	1		0
10	84560902	+	F	1		0
10	84560905	+	F	1		0
10	84560907	+	F	1		0
10	87945802	+	F	1		0
10	87945809	+	F	1		0
10	87945823	+	F	1		0
10	87945824	+	F	1		0
10	87945825	+	F	1		0
10	87945831	+	F	1		0
10	87945833	+	F	1		0
10	89978736	+	F	1		0
10	89978737	+	F	1		0
10	89978751	+	F	1		0
10	89978752	+	F	1		0
10	89978753	+	F	1		0
10	89978754	+	F	1		0
10	89978762	+	F	1		0
10	89978765	+	F	1		0
10	89978771	+	F	1		0
10	91806964	-	F	1		0
10	91806969	-	F	1		0
10	91806979	-	F	1		0
10	91806988	-	F	1		0
10	91806989	-	F	1		0
10	91807000	-	FF	2		0
10	91807010	-	FF	2		0
10	91807019	-	FF	2		0
10	92216481	+	F	1		0
10	92216492	+	F	1		0
10	92216500	+	F	1		0
10	92216506	+	F	1		0
10	92216512	+	F	1		0
10	92216515	+	F	1		0
10	92216517	+	F	1		0
10	92216684	+	F	1		0
10	92216688	+	F	1		0
10	92216690	+	F	1		0
10	92216691	+	F	1		0
10	92216695	+	F	1		0
10	92216697	+	F	1		0
10	92216698	+	F	1		0
10	92216699	+	F	1		0
10	92216700	+	F	1		0
10	92216702	+	F	1		0
10	92216703	+	F	1		0
10	92216718	+	F	1		0
10	92216722	+	F	1		0
10	92216723	+	F	1		0
10	92216724	+	F	1		0
10	92216725	+	F	1		0
10	92216727	+	F	1		0
10	92216736	+	F	1		0
10	92216737	+	F	1		0
10	92216744	+	F	1		0
10	92216748	+	F	1		0
10	92216751	+	F	1		0
10	93284135	-	F	1		0
10	93284137	-	F	1		0
10	93284143	-	F	1		0
10	93284147	-	F	1		0
10	93284148	-	F	1		0
10	93284149	-	F	1		0
10	93284157	-	F	1		0
10	93284163	-	F	1		0
10	93284165	-	F	1		0
10	93284170	-	F	1		0
10	93284173	-	F	1		0
10	93284174	-	F	1		0
10	93284221	-	F	1		0
10	93284226	-	F	1		0
10	93284228	-	F	1		0
10	93284250	-	F	1		0
10	93284255	-	F	1		0
10	93284267	-	F	1		0
10	93284269	-	F	1		0
10	95594784	+	F	1		0
10	95594802	+	F	1		0
10	95594814	+	F	1		0
10	95595172	+	F	1		0
10	95595183	+	F	1		0
10	95595187	+	F	1		0
10	95595188	+	F	1		0
10	95595192	+	F	1		0
10	95595199	+	F	1		0
10	95595200	+	F	1		0
10	95595203	+	F	1		0
10	95595205	+	F	1		0
10	95595206	+	F	1		0
10	95595208	+	F	1		0
10	95595214	+	F	1		0
10	95595236	+	F	1		0
10	96190080	-	F	1		0
10	96190084	-	F	1		0
10	96190092	-	F	1		0
10	96190093	-	F	1		0
10	96190100	-	F	1		0
10	96190101	-	F	1		0
10	96190103	-	F	1		0
10	96190202	-	F	1		0
10	96190209	-	F	1		0
10	96190222	-	F	1		0
10	96190223	-	F	1		0
10	97431022	+	F	1		0
10	97431023	+	F	1		0
10	97431028	+	F	1		0
10	97431030	+	F	1		0
10	97431033	+	F	1		0
10	97431034	+	F	1		0
10	97431035	+	F	1		0
10	97431038	+	F	1		0
10	97431057	+	F	1		0
10	97431058	+	F	1		0
10	97431059	+	F	1		0
10	97431060	+	F	1		0
10	97431065	+	F	1		0
10	100361491	+	F	1		0
10	100361518	+	F	1		0
10	100361523	+	F	1		0
10	103216271	+	F	1		0
10	103216274	+	F	1		0
10	103216279	+	F	1		0
10	103216280	+	F	1		0
10	103216282	+	F	1		0
10	103216293	+	F	1		0
10	103216296	+	F	1		0
10	103216297	+	F	1		0
10	103216298	+	F	1		0
10	103216304	+	F	1		0
10	103216308	+	F	1		0
10	103216309	+	F	1		0
10	103216310	+	F	1		0
10	103216314	+	F	1		0
10	113914364	+	F	1		0
10	113914366	+	F	1		0
10	113914367	+	F	1		0
10	113914371	+	F	1		0
10	113914375	+	F	1		0
10	113914376	+	F	1		0
10	113914380	+	F	1		0
10	113914385	+	F	1		0
10	113914387	+	F	1		0
10	113914391	+	F	1		0
10	113914393	+	F	1		0
10	113914394	+	F	1		0
10	117873252	-	F	1		0
10	117873268	-	F	1		0
10	117873270	-	F	1		0
10	117873271	-	F	1		0
10	117873274	-	F	1		0
10	117873276	-	F	1		0
10	117873279	-	F	1		0
10	117873280	-	F	1		0
10	117873286	-	F	1		0
10	117873288	-	F	1		0
10	117873292	-	F	1		0
10	118872152	-	F	1		0
10	118872156	-	F	1		0
10	118872157	-	F	1		0
10	118872169	-	F	1		0
10	118872171	-	F	1		0
10	118872172	-	F	1		0
10	118872175	-	F	1		0
10	118872176	-	F	1		0
10	118872177	-	F	1		0
10	118872179	-	F	1		0
10	118872181	-	F	1		0
10	118872187	-	F	1		0
10	118872191	-	F	1		0
10	118872192	-	F	1		0
10	118872193	-	F	1		0
10	118872201	-	F	1		0
10	118872252	-	F	1		0
10	118872253	-	F	1		0
10	118872256	-	F	1		0
10	118872258	-	F	1		0
10	118872265	-	F	1		0
10	118872270	-	F	1		0
10	118872272	-	F	1		0
10	118872294	-	F	1		0
10	118872568	-	F	1		0
10	118872570	-	F	1		0
10	118872571	-	F	1		0
10	118872572	-	F	1		0
10	118872573	-	F	1		0
10	118872580	-	F	1		0
10	118872581	-	F	1		0
10	118872582	-	F	1		0
10	118872587	-	F	1		0
10	118872589	-	F	1		0
10	118872594	-	F	1		0
10	118872596	-	F	1		0
10	119621365	+	F	1		0
10	119621366	+	F	1		0
10	119621371	+	F	1		0
10	119621372	+	F	1		0
10	119621378	+	F	1		0
10	119621384	+	F	1		0
10	119621387	+	F	1		0
10	119621389	+	F	1		0
10	119621392	+	F	1		0
10	119621403	+	F	1		0
10	119621404	+	F	1		0
10	119621418	+	F	1		0
10	119621419	+	F	1		0
10	119621420	+	F	1		0
10	119638650	+	F	1		0
10	119638652	+	F	1		0
10	119638653	+	F	1		0
10	119638661	+	F	1		0
10	119638673	+	F	1		0
10	119638675	+	F	1		0
10	119638677	+	F	1		0
10	119638682	+	F	1		0
10	120354671	-	F	1		0
10	120354673	-	F	1		0
10	120354674	-	F	1		0
10	125166741	+		0	F	1
10	125166743	+	F	1		0
10	125166745	+		0	F	1
10	125166750	+		0	F	1
10	125166751	+		0	F	1
10	125166752	+		0	F	1
10	125166757	+		0	F	1
10	125667186	-	FF	2		0
10	125667188	-	FF	2		0
10	125667192	-	FF	2		0
10	125667200	-	FF	2		0
10	125667201	-	FF	2		0
10	125667212	-	FF	2		0
10	125667214	-	FF	2		0
10	125667216	-	FF	2		0
10	125667892	-	F	1		0
10	125667894	-	F	1		0
10	125667897	-	F	1		0
10	125667901	-	F	1		0
10	125667905	-	F	1		0
10	125667917	-	F	1		0
10	125667923	-	F	1		0
10	125667924	-	F	1		0
10	125667925	-	F	1		0
10	125667931	-	F	1		0
10	125667934	-	F	1		0
10	125667935	-	F	1		0
10	127524688	+	F	1		0
10	127524691	+	F	1		0
10	127524693	+	F	1		0
10	127524703	+	F	1		0
10	127524707	+	F	1		0
10	127524734	+	F	1		0
10	127524735	+	F	1		0
10	127524737	+	F	1		0
10	131895594	+	F	1		0
10	131895596	+	FF	2		0
10	131895598	+	FF	2		0
10	131895603	+	FF	2		0
10	131895609	+	FF	2		0
10	131895610	+	FF	2		0
10	131895618	+	FF	2		0
10	131895620	+	FF	2		0
10	131895622	+	FF	2		0
10	131895626	+	FF	2		0
10	131895628	+	FF	2		0
10	131895629	+	FF	2		0
10	131895638	+	FF	2		0
10	131895640	+	FF	2		0
10	131895641	+	FF	2		0
10	131959098	+	F	1		0
10	131959100	+	F	1		0
10	131959121	+	F	1		0
10	131959126	+	F	1		0
10	131959127	+	F	1		0
11	649051	-	F	1		0
11	649056	-	F	1		0
11	649060	-	F	1		0
11	649061	-	F	1		0
11	649069	-	F	1		0
11	649070	-	F	1		0
11	649088	-	F	1		0
11	1952166	+	F	1		0
11	1952172	+	F	1		0
11	1952176	+	F	1		0
11	1952177	+	F	1		0
11	1952178	+	F	1		0
11	1952183	+	F	1		0
11	1952186	+	F	1		0
11	1952191	+	F	1		0
11	1952195	+	F	1		0
11	1952197	+	F	1		0
11	1952203	+	F	1		0
11	1952206	+	F	1		0
11	1952783	+	F	1		0
11	1952785	+	F	1		0
11	1952789	+	F	1		0
11	1956585	+	F	1		0
11	1956589	+	F	1		0
