ref	pos	strand	convertedBaseCount	unconvertedBaseCount
1	76700808	+	1	0
1	76700810	+	1	0
1	76700811	+	1	0
1	76700818	+	1	0
1	76700819	+	1	0
1	76700820	+	1	0
1	76700825	+	1	0
1	76700826	+	1	0
1	76700827	+	1	0
1	76700837	+	1	0
1	76700848	+	1	0
1	76700849	+	1	0
1	76700852	+	1	0
1	76700853	+	1	0
1	76700855	+	1	0
1	76700857	+	1	0
1	76700858	+	1	0
1	76700859	+	1	0
1	76700876	+	1	0
1	76700877	+	1	0
1	76700883	+	1	0
1	76700884	+	1	0
1	76700885	+	1	0
1	76700886	+	1	0
1	76700888	+	1	0
1	76700895	+	1	0
1	76700903	+	1	0
1	76700906	+	1	0
1	76700907	+	1	0
1	76700908	+	1	0
1	76700910	+	1	0
1	76700912	+	1	0
1	76700913	+	1	0
1	76700914	+	1	0
1	76700921	+	1	0
1	76700922	+	1	0
1	76700923	+	1	0
1	76700927	+	1	0
1	77129445	+	1	0
1	77129447	+	1	0
1	77129452	+	1	0
1	77129459	+	1	0
1	77129464	+	1	0
1	77129465	+	1	0
1	77129473	+	1	0
1	77129478	+	1	0
1	77129591	+	1	0
1	77129592	+	1	0
1	77129607	+	1	0
1	77129608	+	1	0
1	77129609	+	1	0
1	77129625	+	1	0
1	77129626	+	1	0
1	77129627	+	1	0
1	77129636	+	1	0
1	77129645	+	1	0
1	77129651	+	1	0
1	77810283	-	1	0
1	77810284	-	1	0
1	77810297	-	1	0
1	77810300	-	1	0
1	77810301	-	1	0
1	77810312	-	1	0
1	77810317	-	1	0
1	77810318	-	1	0
1	77810319	-	1	0
1	77810321	-	1	0
1	77810328	-	1	0
1	77810329	-	1	0
1	77810338	-	1	0
1	77810340	-	1	0
1	77810341	-	1	0
1	77810343	-	1	0
1	77810346	-	1	0
1	78751032	+	1	0
1	78751033	+	1	0
1	78751042	+	1	0
1	78751044	+	1	0
1	78751045	+	1	0
1	81723223	+	1	0
1	81723226	+	1	0
1	81723232	+	1	0
1	81723239	+	1	0
1	81723249	+	1	0
1	81723250	+	1	0
1	81723262	+	1	0
1	81723266	+	1	0
1	86785291	+	1	0
1	86785293	+	2	0
1	86785294	+	2	0
1	86785298	+	2	0
1	86785299	+	2	0
1	86785302	+	2	0
1	86785307	+	2	0
1	86785309	+	2	0
1	86785315	+	2	0
1	86785323	+	2	0
1	86785325	+	2	0
1	86785329	+	2	0
1	86785335	+	2	0
1	86785337	+	2	0
1	86785339	+	1	0
1	86785340	+	1	0
1	86785341	+	1	0
1	88982878	-	1	0
1	88982880	-	1	0
1	88982882	-	1	0
1	88982885	-	1	0
1	88982900	-	1	0
1	88982902	-	1	0
1	88982906	-	1	0
1	89104662	-	1	0
1	89104666	-	1	0
1	89104667	-	1	0
1	89104699	-	1	0
1	90601350	+	1	0
1	90601373	+	1	0
1	90601381	+	1	0
1	90601383	+	1	0
1	90601386	+	1	0
1	91387491	-	1	0
1	91387492	-	1	0
1	91387493	-	1	0
1	91387495	-	1	0
1	91387496	-	1	0
1	91387502	-	1	0
1	91387511	-	1	0
1	91387513	-	1	0
1	91387517	-	1	0
1	91387523	-	1	0
1	91387524	-	1	0
1	91387531	-	1	0
1	91387533	-	1	0
1	91387539	-	1	0
1	91643599	+	1	0
1	91643603	+	1	0
1	91643609	+	1	0
1	91643611	+	1	0
1	91643618	+	1	0
1	91643627	+	1	0
1	91643628	+	1	0
1	91643631	+	1	0
1	91643632	+	1	0
1	91643637	+	1	0
1	91643641	+	1	0
1	91643645	+	1	0
1	92073801	-	1	0
1	92073803	-	1	0
1	92073807	-	1	0
1	92073822	-	1	0
1	92073831	-	1	0
1	92073832	-	1	0
1	92073837	-	1	0
1	92073840	-	1	0
1	92073913	-	1	0
1	92073917	-	1	0
1	92073918	-	1	0
1	92073921	-	1	0
1	92073925	-	1	0
1	92073947	-	1	0
1	92073953	-	1	0
1	92073954	-	1	0
1	92073956	-	1	0
1	92073959	-	1	0
1	92115212	-	1	0
1	92115226	-	1	0
1	92115234	-	1	0
1	92115236	-	1	0
1	92115237	-	1	0
1	92115238	-	1	0
1	92115239	-	1	0
1	92115249	-	1	0
1	92115257	-	1	0
1	92115260	-	1	0
1	92115261	-	1	0
1	92115264	-	1	0
1	92115266	-	1	0
1	92833417	+	1	0
1	92833418	+	1	0
1	92833421	+	1	0
1	92833433	+	1	0
1	92833434	+	1	0
1	92836190	+	1	0
1	92836193	+	1	0
1	92836195	+	1	0
1	92836207	+	1	0
1	92836213	+	1	0
1	92836219	+	1	0
1	92836228	+	1	0
1	92836229	+	1	0
1	93278923	-	1	0
1	93278927	-	1	0
1	93278937	-	1	0
1	93278939	-	1	0
1	93278941	-	1	0
1	93278951	-	1	0
1	93278953	-	1	0
1	93278966	-	1	0
1	93278972	-	1	0
1	93278976	-	1	0
1	93278977	-	1	0
1	96447106	+	1	0
1	96447116	+	2	0
1	96447123	+	2	0
1	96447128	+	2	0
1	96447134	+	2	0
1	96447142	+	3	0
1	96447144	+	3	0
1	96447145	+	3	0
1	96447154	+	3	0
1	96447156	+	3	0
1	96447157	+	3	0
1	96447174	+	2	0
1	96447175	+	2	0
1	96447178	+	1	0
1	96447184	+	1	0
1	96447192	+	1	0
1	96447196	+	1	0
1	96447303	+	2	0
1	96447310	+	2	0
1	96447312	+	2	0
1	96447313	+	2	0
1	96447323	+	1	0
1	96447327	+	1	0
1	96447328	+	1	0
1	96447329	+	1	0
1	96447335	+	1	0
1	96447339	+	1	0
1	96447340	+	1	0
1	96447388	+	1	0
1	96447399	+	2	0
1	96447400	+	2	0
1	96447402	+	2	0
1	96447407	+	2	0
1	96447408	+	2	0
1	96447410	+	2	0
1	96447411	+	2	0
1	96447412	+	2	0
1	96447415	+	2	0
1	96447418	+	2	0
1	96447419	+	2	0
1	96447533	+	1	0
1	96447539	+	1	0
1	96447540	+	1	0
1	96447546	+	1	0
1	96447550	+	1	0
1	96447554	+	1	0
1	96447555	+	1	0
1	96447562	+	1	0
1	96447592	+	1	0
1	96447597	+	1	0
1	96447598	+	1	0
1	96447606	+	1	0
1	96447607	+	1	0
1	96447611	+	1	0
1	96447614	+	1	0
1	96447621	+	1	0
1	96447623	+	1	0
1	96447628	+	1	0
1	96447688	+	1	0
1	96447691	+	1	0
1	96447711	+	2	0
1	96447716	+	2	0
1	96447724	+	2	0
1	96447725	+	2	0
1	96447735	+	2	0
1	96448035	+	1	0
1	96448039	+	1	0
1	96448047	+	1	0
1	96448052	+	1	0
1	96448070	+	3	0
1	96448072	+	2	0
1	96448073	+	2	0
1	96448077	+	2	0
1	96448088	+	2	0
1	96448099	+	1	0
1	96448100	+	1	0
1	96448101	+	1	0
1	96448108	+	1	0
1	96448125	+	1	0
1	96448128	+	1	0
1	96448129	+	1	0
1	96448134	+	2	0
1	96448145	+	2	0
1	96448146	+	2	0
1	96448150	+	2	0
1	96448154	+	2	0
1	96448155	+	2	0
1	96448156	+	2	0
1	96448171	+	1	0
1	96448174	+	1	0
1	96448176	+	1	0
1	96448248	+	1	0
1	96448255	+	2	0
1	96448263	+	2	0
1	96448266	+	2	0
1	96448272	+	2	0
1	96448276	+	2	0
1	96448282	+	2	0
1	96448284	+	2	0
1	96448285	+	2	0
1	96448290	+	2	0
1	96448334	+	1	0
1	96448335	+	1	0
1	96448338	+	1	0
1	96448339	+	1	0
1	96448341	+	1	0
1	96448342	+	2	0
1	96448343	+	2	0
1	96448344	+	1	0
1	96448346	+	1	0
1	96448348	+	1	0
1	96448354	+	1	0
1	96448368	+	1	0
1	96448372	+	1	0
1	96448374	+	1	0
1	96448379	+	1	0
1	96448389	+	1	0
1	96679047	-	1	0
1	96679063	-	1	0
1	96679066	-	1	0
1	96679069	-	1	0
1	96679072	-	1	0
1	96679075	-	1	0
1	96679086	-	1	0
1	96679088	-	1	0
1	96679327	-	1	0
1	96679336	-	1	0
1	96679342	-	1	0
1	96679345	-	1	0
1	96679352	-	1	0
1	96679360	-	1	0
1	96679361	-	1	0
1	96679362	-	1	0
1	96679524	-	1	0
1	96679525	-	1	0
1	96679527	-	1	0
1	96679531	-	1	0
1	96679539	-	1	0
1	96679544	-	1	0
1	96679546	-	1	0
1	96679557	-	1	0
1	97546335	+	1	0
1	97546359	+	1	0
1	97546362	+	1	0
1	97547053	+	1	0
1	101786436	-	1	0
1	101786437	-	1	0
1	101786438	-	1	0
1	101786443	-	1	0
1	101786446	-	1	0
1	101786451	-	1	0
1	101786452	-	1	0
1	101786457	-	1	0
1	101786459	-	1	0
1	101786460	-	1	0
1	101786461	-	1	0
1	101786467	-	1	0
1	101786478	-	1	0
1	101786483	-	1	0
1	101786487	-	1	0
1	101786496	-	1	0
1	107505470	+	1	0
1	107505473	+	1	0
1	107505491	+	1	0
1	107505492	+	1	0
1	107505498	+	1	0
1	107505499	+	1	0
1	107505501	+	1	0
1	107505504	+	1	0
1	107505505	+	1	0
1	107505507	+	1	0
1	107505509	+	1	0
1	108992591	+	1	0
1	108992613	+	1	0
1	108992615	+	1	0
1	108992620	+	1	0
1	108992627	+	1	0
1	108992632	+	1	0
1	108992633	+	1	0
1	108992641	+	1	0
1	108992676	+	1	0
1	108992678	+	1	0
1	108992684	+	1	0
1	108992692	+	2	0
1	108992693	+	2	0
1	108992694	+	2	0
1	108992698	+	2	0
1	108992704	+	2	0
1	108992706	+	2	0
1	108992708	+	2	0
1	108992709	+	2	0
1	108992710	+	2	0
1	108992713	+	2	0
1	108992714	+	2	0
1	108992716	+	2	0
1	108992728	+	2	0
1	108992729	+	2	0
1	108992733	+	2	0
1	109651862	+	1	0
1	109651866	+	1	0
1	109651869	+	1	0
1	109651871	+	1	0
1	109651880	+	1	0
1	109651886	+	1	0
1	109651888	+	1	0
1	109651902	+	1	0
1	109651908	+	1	0
1	114536194	+	1	0
1	114536200	+	1	0
1	114536209	+	1	0
1	114536214	+	1	0
1	114536219	+	1	0
1	114536222	+	1	0
1	114536224	+	1	0
1	114536226	+	1	0
1	114536233	+	1	0
1	114536235	+	1	0
1	116051740	-	1	0
1	116051744	-	1	0
1	116051747	-	1	0
1	116051748	-	1	0
1	116051753	-	1	0
1	116051758	-	1	0
1	116051761	-	1	0
1	116051764	-	1	0
1	116051768	-	1	0
1	116051770	-	1	0
1	116051771	-	1	0
1	116051780	-	1	0
1	120057204	-	1	0
1	120155570	-	1	0
1	120155571	-	1	0
1	120155577	-	1	0
1	120155578	-	1	0
1	120155582	-	1	0
1	120155590	-	1	0
1	120155593	-	1	0
1	120155602	-	1	0
1	120155603	-	1	0
1	120155604	-	1	0
1	120155615	-	1	0
1	120155622	-	1	0
1	120155623	-	1	0
1	120832964	+	1	0
1	120832969	+	1	0
1	120832970	+	1	0
1	120832971	+	1	0
1	120832973	+	1	0
1	120832974	+	1	0
1	120832978	+	1	0
1	120832979	+	1	0
1	120832980	+	1	0
1	120832981	+	1	0
1	120833604	+	1	0
1	120833606	+	1	0
1	120833609	+	1	0
1	120833616	+	1	0
1	121016885	-	1	0
1	121016886	-	1	0
1	121016888	-	1	0
1	121016890	-	1	0
1	121016903	-	1	0
1	121016912	-	1	0
1	121324410	+	1	0
1	121324428	+	1	0
1	121324429	+	1	0
1	121324430	+	1	0
1	121324434	+	1	0
1	121324442	+	1	0
1	121324445	+	1	0
1	121324451	+	1	0
1	143744557	+	1	0
1	143744562	+	1	0
1	143744567	+	1	0
1	143744574	+	1	0
1	143744585	+	1	0
1	143744603	+	1	0
1	143744604	+	1	0
1	143768991	+	1	0
1	143768992	+	1	0
1	143768995	+	1	0
1	143769023	+	1	0
1	143769028	+	1	0
1	143769033	+	1	0
1	143956406	-	1	0
1	143956409	-	1	0
1	143956411	-	1	0
1	143956433	-	1	0
1	143956451	-	1	0
1	143956452	-	1	0
1	143956456	-	1	0
1	143956459	-	1	0
1	143956464	-	1	0
1	143956467	-	1	0
1	143956470	-	1	0
1	143956471	-	1	0
1	144059130	+	1	0
1	144059138	+	1	0
1	144059150	+	1	0
1	144059151	+	1	0
1	144059157	+	1	0
1	144059161	+	1	0
1	144059162	+	1	0
1	144059167	+	1	0
1	144059168	+	1	0
1	144059171	+	1	0
1	144059177	+	1	0
1	144448807	-	1	0
1	144448808	-	1	0
1	144448810	-	1	0
1	144448811	-	1	0
1	144448814	-	1	0
1	144448821	-	1	0
1	144448822	-	1	0
1	144448833	-	1	0
1	144448834	-	1	0
1	144448846	-	1	0
1	144448860	-	1	0
1	144891395	-	1	0
1	144891416	-	2	0
1	144891439	-	1	0
1	144891440	-	1	0
1	144891447	-	1	0
1	144891450	-	1	0
1	144891455	-	1	0
1	144891456	-	1	0
1	144897161	-	1	0
1	144897164	-	1	0
1	144897167	-	1	0
1	144897170	-	1	0
1	144897173	-	1	0
1	144897185	-	1	0
1	144897187	-	1	0
1	144897188	-	1	0
1	144897190	-	1	0
1	144897193	-	1	0
1	144897197	-	1	0
1	144897203	-	1	0
1	144897204	-	1	0
1	144897206	-	1	0
1	144897207	-	1	0
1	144897214	-	1	0
1	144897215	-	1	0
1	145096871	+	0	1
1	145096877	+	0	1
1	145096883	+	0	1
1	145096888	+	0	1
1	145096889	+	0	1
1	145096892	+	0	1
1	145096893	+	0	1
1	145096901	+	0	1
1	145096907	+	0	1
1	145096914	+	0	1
1	145096920	+	0	1
1	145099048	+	1	0
1	145099051	+	1	0
1	145099053	+	1	0
1	145103013	+	1	0
1	145103026	+	1	0
1	145103038	+	1	0
1	145103039	+	1	0
1	145103048	+	1	0
1	145103049	+	1	0
1	145103053	+	1	0
1	145103056	+	1	0
1	145304196	-	1	0
1	145304206	-	1	0
1	145304207	-	1	0
1	145304208	-	1	0
1	145304212	-	1	0
1	145304216	-	1	0
1	145304217	-	1	0
1	145304218	-	1	0
1	145304225	-	1	0
1	145304226	-	1	0
1	145304231	-	1	0
1	145304232	-	1	0
1	145317844	-	1	0
1	146070326	-	1	0
1	146070327	-	1	0
1	146070328	-	1	0
1	146070329	-	1	0
1	146070333	-	1	0
1	146070334	-	1	0
1	146070336	-	1	0
1	146070337	-	1	0
1	146070338	-	1	0
1	146070343	-	1	0
1	146164946	-	1	0
1	146164947	-	1	0
1	146164950	-	1	0
1	146164952	-	1	0
1	146164953	-	1	0
1	146164965	-	1	0
1	146164966	-	1	0
1	146164967	-	1	0
1	146164968	-	1	0
1	146164973	-	1	0
1	146164976	-	1	0
1	146949522	+	1	0
1	146949534	+	1	0
1	146949538	+	1	0
1	146949540	+	1	0
1	146949541	+	1	0
1	146949546	+	1	0
1	146949554	+	1	0
1	146949556	+	1	0
1	146949558	+	1	0
1	146949560	+	1	0
1	146949563	+	1	0
1	146949564	+	1	0
1	146949571	+	1	0
1	146949573	+	1	0
1	146949578	+	1	0
1	146949579	+	1	0
1	146995337	+	1	0
1	146995350	+	1	0
1	146995352	+	1	0
1	146995353	+	1	0
1	146995357	+	1	0
1	146995360	+	1	0
1	146995363	+	1	0
1	146995375	+	1	0
1	146995377	+	1	0
1	146995382	+	1	0
1	146995387	+	1	0
1	146995390	+	1	0
1	147203762	-	1	0
1	147203773	-	1	0
1	147203784	-	1	0
1	147224025	+	1	0
1	147224027	+	1	0
1	147224029	+	1	0
1	147224034	+	1	0
1	147224039	+	1	0
1	147224040	+	1	0
1	147224041	+	1	0
1	147224044	+	1	0
1	147224048	+	1	0
1	148117647	-	1	0
1	148117648	-	1	0
1	148117649	-	1	0
1	148117654	-	1	0
1	148117658	-	1	0
1	148117659	-	1	0
1	148117667	-	1	0
1	148117668	-	1	0
1	148117670	-	1	0
1	148117672	-	1	0
1	148117674	-	1	0
1	148117675	-	1	0
1	148117677	-	1	0
1	148117678	-	1	0
1	148117679	-	1	0
1	148117683	-	1	0
1	148117684	-	1	0
1	148117686	-	1	0
1	148117689	-	1	0
1	148138634	-	1	0
1	148138636	-	1	0
1	148138639	-	1	0
1	148138645	-	1	0
1	148138651	-	1	0
1	148138657	-	1	0
1	148138658	-	1	0
1	148138659	-	1	0
1	148138661	-	1	0
1	148138666	-	1	0
1	148138667	-	1	0
1	148138668	-	1	0
1	148138671	-	1	0
1	148138672	-	1	0
1	148586318	-	1	0
1	148586319	-	1	0
1	148586324	-	1	0
1	148586330	-	1	0
1	148586331	-	1	0
1	148586332	-	1	0
1	148586337	-	1	0
1	148586341	-	1	0
1	148586342	-	1	0
1	148586350	-	1	0
1	148586351	-	1	0
1	148586353	-	1	0
1	148586355	-	1	0
1	148586357	-	1	0
1	148586358	-	1	0
1	148586360	-	1	0
1	148586361	-	1	0
1	148586362	-	1	0
1	148640021	-	1	0
1	148640028	-	1	0
1	148640030	-	1	0
1	148640036	-	1	0
1	148640038	-	1	0
1	148640039	-	1	0
1	148640042	-	1	0
1	148640043	-	1	0
1	149079082	-	1	0
1	149079083	-	1	0
1	149079084	-	1	0
1	149079089	-	1	0
1	149079093	-	1	0
1	149079094	-	1	0
1	149079102	-	1	0
1	149079103	-	1	0
1	149079105	-	1	0
1	149079107	-	1	0
1	149079109	-	1	0
1	149079110	-	1	0
1	149079112	-	1	0
1	149079113	-	1	0
1	149079114	-	1	0
1	149506646	+	1	0
1	149506648	+	1	0
1	149506651	+	1	0
1	149506654	+	1	0
1	149506665	+	1	0
1	149506681	+	1	0
1	149555651	+	1	0
1	149555654	+	1	0
1	149555659	+	1	0
1	149555675	+	1	0
1	149555676	+	1	0
1	149555677	+	1	0
1	149555678	+	1	0
1	149555687	+	1	0
1	149555688	+	1	0
1	149555690	+	1	0
1	149555693	+	1	0
1	149617183	+	1	0
1	149617184	+	1	0
1	149617186	+	1	0
1	149617193	+	1	0
1	149617200	+	1	0
1	149617204	+	1	0
1	149617205	+	1	0
1	149617206	+	1	0
1	149617207	+	1	0
1	149617218	+	1	0
1	149617224	+	1	0
1	149617235	+	1	0
1	149859566	-	1	0
1	149859571	-	1	0
1	149859578	-	1	0
1	149859580	-	1	0
1	149859584	-	1	0
1	149859587	-	1	0
1	149859596	-	1	0
1	149859599	-	1	0
1	149859609	-	1	0
1	150053888	+	1	0
1	150053889	+	1	0
1	150053895	+	1	0
1	150053909	+	1	0
1	150053910	+	1	0
1	150053917	+	1	0
1	150053925	+	1	0
1	150053931	+	1	0
1	150053938	+	1	0
1	151482954	+	1	0
1	151482961	+	1	0
1	151482962	+	1	0
1	151482963	+	1	0
1	151482966	+	1	0
1	151482967	+	1	0
1	151482969	+	1	0
1	151482971	+	1	0
1	151482978	+	1	0
1	151482993	+	1	0
1	151483001	+	1	0
1	151483002	+	1	0
1	151483003	+	1	0
1	151483019	+	1	0
1	151483026	+	1	0
1	151483027	+	1	0
1	151483033	+	1	0
1	152033748	-	1	0
1	152033755	-	1	0
1	152033756	-	1	0
1	152033757	-	1	0
1	152033762	-	1	0
1	152033765	-	1	0
1	152033770	-	1	0
1	152033775	-	1	0
1	152033781	-	1	0
1	152033784	-	1	0
1	152033785	-	1	0
1	152033786	-	1	0
1	152033789	-	1	0
1	152033790	-	1	0
1	152033792	-	1	0
1	152033799	-	1	0
1	153225727	+	2	0
1	153225728	+	2	0
1	153225737	+	2	0
1	153225738	+	2	0
1	153225741	+	2	0
1	153225752	+	2	0
1	153225753	+	2	0
1	153225754	+	2	0
1	153225757	+	2	0
1	153225763	+	2	0
1	153225766	+	2	0
1	153225771	+	2	0
1	153225772	+	2	0
1	153225774	+	2	0
1	153225778	+	1	0
1	153225781	+	1	0
1	153225782	+	1	0
1	153225785	+	1	0
1	153225794	+	1	0
1	154978014	+	1	0
1	154978018	+	1	0
1	154978023	+	1	0
1	154978024	+	1	0
1	154978025	+	1	0
1	154978031	+	1	0
1	154978032	+	1	0
1	154978033	+	1	0
1	154978036	+	1	0
1	154978043	+	1	0
1	154978049	+	1	0
1	154978063	+	1	0
1	154978068	+	1	0
1	154978072	+	1	0
1	155188585	-	1	0
1	155188586	-	1	0
1	155188587	-	1	0
1	155188590	-	1	0
1	155188591	-	1	0
1	155188592	-	1	0
1	155188593	-	1	0
1	155188594	-	1	0
1	155188595	-	1	0
1	155188596	-	1	0
1	155188598	-	1	0
1	155188599	-	1	0
1	155188601	-	1	0
1	155188602	-	1	0
1	155188604	-	1	0
1	155188608	-	1	0
1	155188609	-	1	0
1	155188610	-	1	0
1	155188611	-	1	0
1	155188614	-	1	0
1	155188615	-	1	0
1	155188619	-	1	0
1	155188620	-	1	0
1	155188622	-	1	0
1	155188626	-	1	0
1	155188627	-	1	0
1	155188628	-	1	0
1	155188629	-	1	0
1	155318258	+	1	0
1	155318264	+	1	0
1	155318265	+	1	0
1	155318270	+	1	0
1	155318271	+	1	0
1	155318276	+	1	0
1	155318280	+	1	0
1	155318282	+	0	1
1	155318285	+	1	0
1	155318286	+	1	0
1	155318289	+	1	0
1	155318669	+	1	0
1	155318670	+	1	0
1	155318674	+	1	0
1	155318678	+	1	0
1	155318689	+	1	0
1	155318693	+	1	0
1	155318694	+	1	0
1	155318695	+	1	0
1	155318700	+	1	0
1	155318701	+	1	0
1	156668712	+	1	0
1	156668717	+	1	0
1	156668721	+	1	0
1	156668722	+	1	0
1	156668723	+	1	0
1	156668731	+	1	0
1	156668732	+	1	0
1	156668733	+	1	0
1	157709293	+	1	0
1	157709299	+	1	0
1	157709309	+	1	0
1	157709315	+	1	0
1	157709321	+	1	0
1	157709324	+	1	0
1	157709327	+	1	0
1	157709328	+	1	0
1	157709336	+	1	0
1	157709342	+	1	0
1	157709349	+	1	0
1	158177823	-	1	0
1	158177824	-	1	0
1	158177825	-	1	0
1	158177831	-	1	0
1	158177834	-	1	0
1	158177837	-	1	0
1	158177840	-	2	0
1	158177846	-	2	0
1	158177850	-	2	0
1	158177851	-	2	0
1	158177852	-	2	0
1	158177860	-	2	0
1	158177863	-	2	0
1	158177866	-	1	0
1	158177867	-	1	0
1	158177869	-	1	0
1	158177874	-	1	0
1	158177884	-	1	0
1	158455250	+	1	0
1	158455257	+	1	0
1	158455260	+	1	0
1	158455263	+	1	0
1	158455267	+	1	0
1	158455268	+	1	0
1	158455270	+	1	0
1	158455278	+	1	0
1	158455279	+	1	0
1	158455282	+	1	0
1	158455283	+	1	0
1	158455286	+	1	0
1	158455287	+	1	0
1	158526322	+	1	0
1	158526324	+	1	0
1	158526325	+	1	0
1	158526350	+	1	0
1	159918299	-	1	0
1	159918301	-	1	0
1	159918304	-	1	0
1	159918307	-	1	0
1	159918309	-	1	0
1	159918310	-	1	0
1	159918313	-	1	0
1	159918314	-	1	0
1	159918315	-	1	0
1	159918316	-	1	0
1	159918319	-	1	0
1	159918322	-	1	0
1	159918325	-	1	0
1	159918331	-	1	0
1	159918332	-	1	0
1	161362758	+	1	0
1	161362759	+	1	0
1	161362765	+	1	0
1	161362774	+	1	0
1	161362779	+	1	0
1	161362780	+	1	0
1	161362783	+	1	0
1	161362785	+	1	0
1	161362791	+	1	0
1	161362794	+	1	0
1	161362797	+	1	0
1	161362798	+	1	0
1	161362799	+	1	0
1	161378976	-	1	0
1	161378991	-	1	0
1	161379001	-	1	0
1	161379004	-	1	0
1	161379009	-	1	0
1	161379013	-	1	0
1	161379017	-	1	0
1	161406823	+	1	0
1	161406825	+	1	0
1	161406827	+	1	0
1	161406828	+	1	0
1	161406833	+	1	0
1	161406834	+	1	0
1	161406835	+	1	0
1	161406842	+	2	0
1	161406845	+	2	0
1	161406847	+	2	0
1	161406855	+	2	0
1	161406862	+	2	0
1	161406868	+	2	0
1	161406871	+	2	0
1	161406874	+	2	0
1	161406876	+	2	0
1	161406877	+	2	0
1	161406879	+	1	0
1	161407036	+	1	0
1	161407038	+	1	0
1	161407039	+	1	0
1	161407045	+	1	0
1	161407047	+	1	0
1	161407048	+	1	0
1	161407052	+	1	0
1	161407055	+	1	0
1	161407059	+	1	0
1	161407060	+	1	0
1	161407061	+	1	0
1	164357537	+	1	0
1	164357547	+	1	0
1	164357548	+	1	0
1	164357550	+	1	0
1	164357557	+	1	0
1	164357563	+	1	0
1	164357565	+	1	0
1	164357566	+	1	0
1	164357567	+	1	0
1	164357573	+	1	0
1	164357579	+	1	0
1	164357587	+	1	0
1	164357589	+	1	0
1	164357596	+	1	0
1	166747629	+	1	0
1	166747631	+	1	0
1	166747633	+	1	0
1	166747634	+	1	0
1	166747638	+	1	0
1	166747642	+	1	0
1	166747643	+	1	0
1	166747650	+	1	0
1	166748327	+	1	0
1	166748328	+	1	0
1	166748329	+	1	0
1	166748331	+	1	0
1	166748339	+	1	0
1	166748340	+	1	0
1	166748348	+	1	0
1	166748358	+	1	0
1	166748363	+	1	0
1	166748364	+	1	0
1	166748365	+	1	0
1	166748371	+	1	0
1	166748531	+	1	0
1	166748534	+	1	0
1	171341022	+	1	0
1	171341044	+	1	0
1	171341050	+	1	0
1	171341051	+	1	0
1	171341056	+	1	0
1	171341057	+	1	0
1	171341058	+	1	0
1	171341060	+	1	0
1	171341063	+	1	0
1	171341067	+	1	0
1	171341068	+	1	0
1	171341070	+	1	0
1	171341077	+	1	0
1	171341080	+	1	0
1	171670542	-	1	0
1	171670543	-	1	0
1	171670563	-	1	0
1	171670566	-	1	0
1	171670578	-	1	0
1	171670580	-	1	0
1	171670581	-	1	0
1	171670593	-	1	0
1	171670601	-	1	0
1	171670604	-	1	0
1	171670605	-	1	0
1	171684314	-	1	0
1	171684316	-	1	0
1	171684318	-	1	0
1	171684325	-	1	0
1	171684338	-	1	0
1	171684339	-	1	0
1	171684342	-	1	0
1	171684347	-	1	0
1	171684348	-	1	0
1	171684350	-	1	0
1	171684355	-	1	0
1	171684362	-	1	0
1	171684365	-	1	0
1	171684366	-	1	0
1	175006753	+	1	0
1	175006757	+	1	0
1	175007100	+	1	0
1	175007108	+	1	0
1	175007123	+	1	0
1	175007140	+	1	0
1	175007142	+	1	0
1	175007143	+	1	0
1	175007155	+	1	0
1	175007159	+	1	0
1	175007161	+	1	0
1	175007168	+	1	0
1	175007169	+	1	0
1	175044392	-	1	0
1	175044396	-	1	0
1	175044399	-	1	0
1	175044400	-	1	0
1	175044407	-	1	0
1	175044412	-	1	0
1	175044415	-	1	0
1	175044416	-	1	0
1	175044417	-	1	0
1	175044420	-	1	0
1	175044425	-	1	0
1	175044434	-	1	0
1	176202308	-	1	0
1	176202315	-	1	0
1	176202317	-	1	0
1	176202320	-	1	0
1	176231219	-	1	0
1	176231227	-	1	0
1	176231235	-	1	0
1	176231236	-	1	0
1	176231245	-	1	0
1	178411835	+	1	0
1	178411838	+	1	0
1	178411840	+	1	0
1	178411843	+	1	0
1	178411847	+	1	0
1	178411849	+	1	0
1	178411854	+	1	0
1	178411855	+	1	0
1	178411857	+	1	0
1	178411872	+	1	0
1	178411873	+	1	0
1	178411878	+	1	0
1	178411879	+	1	0
1	178411880	+	1	0
1	178411881	+	1	0
1	178411886	+	1	0
1	178411887	+	1	0
1	182336107	+	1	0
1	182336110	+	1	0
1	182336121	+	1	0
1	182336129	+	1	0
1	182336130	+	1	0
1	182336131	+	1	0
1	182336135	+	1	0
1	182336138	+	1	0
1	182336142	+	1	0
1	182336143	+	1	0
1	185227231	-	1	0
1	185227235	-	1	0
1	185227237	-	1	0
1	185227238	-	1	0
1	185227246	-	1	0
1	185227247	-	1	0
1	185227251	-	1	0
1	185227256	-	1	0
1	185227267	-	1	0
1	194189009	+	1	0
1	194189011	+	2	0
1	194189023	+	2	0
1	194189031	+	2	0
1	194189032	+	2	0
1	194189034	+	2	0
1	194189037	+	2	0
1	194189041	+	1	0
1	194189042	+	1	0
1	194189045	+	1	0
1	194189635	+	1	0
1	194189636	+	1	0
1	194189640	+	1	0
1	194189643	+	1	0
1	194189650	+	1	0
1	194189652	+	1	0
1	194189657	+	1	0
1	194189660	+	1	0
1	194189691	+	1	0
1	194189693	+	1	0
1	194189699	+	1	0
1	194189700	+	2	0
1	194189703	+	2	0
1	194189704	+	2	0
1	194189706	+	2	0
